t1,st2,local_name,percent,numpeo,cx,cy
影視娛樂類,關注電影者,北投區東華里,0.422180958812,2501.0,121.511941107,25.1218312253
運動體育類,關注體育：網球者,北投區東華里,0.34723160027,2057.0,121.511941107,25.1218312253
影視娛樂類,音樂:韓國音樂,北投區東華里,0.180283592167,1068.0,121.511941107,25.1218312253
美食戶外旅遊類,關注素食料理者,北投區東華里,0.0305108798486,129.0,121.511941107,25.1218312253
影視娛樂類,關注歐美電視節目者,北投區東華里,0.368163403106,2181.0,121.511941107,25.1218312253
運動體育類,關注體育：自行車者,北投區東華里,0.0236518448439,100.0,121.511941107,25.1218312253
寵物生活類,關注狗寵物者,北投區東華里,0.351282916948,2081.0,121.511941107,25.1218312253
美食戶外旅遊類,關注美式料理者,北投區東華里,0.205893393393,1097.0,121.511941107,25.1218312253
運動體育類,關注體育：賽車者,北投區東華里,0.0632255389718,305.0,121.511941107,25.1218312253
美食戶外旅遊類,關注烹飪者,北投區東華里,0.402093180284,2382.0,121.511941107,25.1218312253
影視娛樂類,關注搖滾樂者,北投區東華里,0.104243542435,565.0,121.511941107,25.1218312253
美食戶外旅遊類,關注速食者,北投區東華里,0.183746246246,979.0,121.511941107,25.1218312253
身體保健類,關注口腔牙齒治療者,北投區東華里,0.415935178933,2464.0,121.511941107,25.1218312253
美食戶外旅遊類,關注戶外休閒者,北投區東華里,0.393315327481,2330.0,121.511941107,25.1218312253
運動體育類,關注體育：足球者,北投區東華里,0.392808912897,2327.0,121.511941107,25.1218312253
美食戶外旅遊類,關注日本料理者,北投區東華里,0.330688723835,1959.0,121.511941107,25.1218312253
運動體育類,關注體育：跑步者,北投區東華里,0.0567993366501,274.0,121.511941107,25.1218312253
運動體育類,關注體育：籃球者,北投區東華里,0.444969615125,2636.0,121.511941107,25.1218312253
運動體育類,關注體育：格鬥與摔角者,北投區東華里,0.0868573797678,419.0,121.511941107,25.1218312253
文化展覽類,關注展覽訊息者,北投區東華里,0.0321310116086,155.0,121.511941107,25.1218312253
運動體育類,關注體育：棒球者,北投區東華里,0.471471978393,2793.0,121.511941107,25.1218312253
身體保健類,關注口腔牙齒美容者,北投區東華里,0.0742122719735,358.0,121.511941107,25.1218312253
影視娛樂類,關注古典樂者,北投區東華里,0.0555555555556,296.0,121.511941107,25.1218312253
寵物生活類,關注水族寵物者,北投區東華里,0.29591492235,1753.0,121.511941107,25.1218312253
影視娛樂類,關注日本潮流哈日者,北投區東華里,0.424881836597,2517.0,121.511941107,25.1218312253
文化展覽類,關注文化藝術訊息者,北投區東華里,0.205604321404,1218.0,121.511941107,25.1218312253
影視娛樂類,關注韓國電視節目者,北投區東華里,0.45087778528,2671.0,121.511941107,25.1218312253
影視娛樂類,關注日本音樂者,北投區關渡里,0.339013568259,5272.0,121.46754456,25.1176608048
運動體育類,關注體育：高爾夫球者,北投區關渡里,0.0134773662551,131.0,121.46754456,25.1176608048
運動體育類,關注體育：游泳者,北投區關渡里,0.062384800794,880.0,121.46754456,25.1176608048
美食戶外旅遊類,關注台式料理者,北投區關渡里,0.0934039860804,1181.0,121.46754456,25.1176608048
影視娛樂類,關注日本電視節目者,北投區關渡里,0.331554240885,5156.0,121.46754456,25.1176608048
影視娛樂類,關注影視娛樂訊息者,北投區關渡里,0.40016719182,6223.0,121.46754456,25.1176608048
身體保健類,關注健康保健者,北投區關渡里,0.449810301588,6995.0,121.46754456,25.1176608048
美食戶外旅遊類,關注旅遊資訊者,北投區關渡里,0.209761430133,3262.0,121.46754456,25.1176608048
影視娛樂類,關注韓國潮流哈韓者,北投區關渡里,0.414507105652,6446.0,121.46754456,25.1176608048
學習教育類,關注教育學習者,北投區關渡里,0.499131888625,7762.0,121.46754456,25.1176608048
寵物生活類,關注貓寵物者,北投區關渡里,0.136775770047,2127.0,121.46754456,25.1176608048
運動體育類,關注體育：水上運動者,北投區關渡里,0.141015501424,1783.0,121.46754456,25.1176608048
運動體育類,關注體育：網球者,北投區關渡里,0.362741945856,5641.0,121.46754456,25.1176608048
影視娛樂類,關注電影者,北投區關渡里,0.432833901357,6731.0,121.46754456,25.1176608048
影視娛樂類,關注歐美電視節目者,北投區關渡里,0.389665696643,5490.0,121.46754456,25.1176608048
影視娛樂類,音樂:韓國音樂,北投區關渡里,0.241399266928,3754.0,121.46754456,25.1176608048
美食戶外旅遊類,關注素食料理者,北投區關渡里,0.0300537804492,380.0,121.46754456,25.1176608048
運動體育類,關注體育：自行車者,北投區關渡里,0.0221785011626,248.0,121.46754456,25.1176608048
寵物生活類,關注狗寵物者,北投區關渡里,0.361327245836,5619.0,121.46754456,25.1176608048
運動體育類,關注體育：足球者,北投區關渡里,0.401967719118,6251.0,121.46754456,25.1176608048
身體保健類,關注口腔牙齒治療者,北投區關渡里,0.437078001415,6797.0,121.46754456,25.1176608048
美食戶外旅遊類,關注速食者,北投區關渡里,0.179731206996,2795.0,121.46754456,25.1176608048
美食戶外旅遊類,關注烹飪者,北投區關渡里,0.435942934204,6142.0,121.46754456,25.1176608048
運動體育類,關注體育：賽車者,北投區關渡里,0.0840068056146,1185.0,121.46754456,25.1176608048
美食戶外旅遊類,關注戶外休閒者,北投區關渡里,0.409113492796,5764.0,121.46754456,25.1176608048
影視娛樂類,關注搖滾樂者,北投區關渡里,0.126937174458,1974.0,121.46754456,25.1176608048
運動體育類,關注體育：跑步者,北投區關渡里,0.0587630496678,743.0,121.46754456,25.1176608048
美食戶外旅遊類,關注日本料理者,北投區關渡里,0.344737028888,4857.0,121.46754456,25.1176608048
運動體育類,關注體育：格鬥與摔角者,北投區關渡里,0.0991576104431,1542.0,121.46754456,25.1176608048
美食戶外旅遊類,關注美式料理者,北投區關渡里,0.231036438395,3259.0,121.46754456,25.1176608048
運動體育類,關注體育：籃球者,北投區關渡里,0.460227638094,7157.0,121.46754456,25.1176608048
影視娛樂類,關注古典樂者,北投區關渡里,0.0542488318682,685.0,121.46754456,25.1176608048
身體保健類,關注口腔牙齒美容者,北投區關渡里,0.0760044289782,961.0,121.46754456,25.1176608048
寵物生活類,關注水族寵物者,北投區關渡里,0.310951806374,4381.0,121.46754456,25.1176608048
文化展覽類,關注展覽訊息者,北投區關渡里,0.0306742979789,343.0,121.46754456,25.1176608048
運動體育類,關注體育：棒球者,北投區關渡里,0.487364156646,7579.0,121.46754456,25.1176608048
影視娛樂類,關注韓國電視節目者,北投區關渡里,0.452575397081,7038.0,121.46754456,25.1176608048
影視娛樂類,關注日本潮流哈日者,北投區關渡里,0.439778792361,6839.0,121.46754456,25.1176608048
文化展覽類,關注文化藝術訊息者,北投區關渡里,0.245096488453,3099.0,121.46754456,25.1176608048
運動體育類,關注體育：高爾夫球者,北投區奇岩里,0.0181015952031,160.0,121.511806696,25.1291202329
影視娛樂類,關注日本音樂者,北投區奇岩里,0.332905708788,4671.0,121.511806696,25.1291202329
美食戶外旅遊類,關注台式料理者,北投區奇岩里,0.075776791376,956.0,121.511806696,25.1291202329
影視娛樂類,關注日本電視節目者,北投區奇岩里,0.321431116813,4510.0,121.511806696,25.1291202329
運動體育類,關注體育：游泳者,北投區奇岩里,0.0416167664671,417.0,121.511806696,25.1291202329
影視娛樂類,關注影視娛樂訊息者,北投區奇岩里,0.396122870786,5558.0,121.511806696,25.1291202329
美食戶外旅遊類,關注旅遊資訊者,北投區奇岩里,0.218928344959,2762.0,121.511806696,25.1291202329
學習教育類,關注教育學習者,北投區奇岩里,0.517782054023,7265.0,121.511806696,25.1291202329
寵物生活類,關注貓寵物者,北投區奇岩里,0.103912764593,1458.0,121.511806696,25.1291202329
影視娛樂類,關注韓國潮流哈韓者,北投區奇岩里,0.398332264272,5589.0,121.511806696,25.1291202329
身體保健類,關注健康保健者,北投區奇岩里,0.446297484142,6262.0,121.511806696,25.1291202329
運動體育類,關注體育：水上運動者,北投區奇岩里,0.116741500962,1638.0,121.511806696,25.1291202329
影視娛樂類,關注電影者,北投區奇岩里,0.426911838073,5990.0,121.511806696,25.1291202329
運動體育類,關注體育：網球者,北投區奇岩里,0.351935001069,4938.0,121.511806696,25.1291202329
影視娛樂類,音樂:韓國音樂,北投區奇岩里,0.185232699024,2599.0,121.511806696,25.1291202329
美食戶外旅遊類,關注素食料理者,北投區奇岩里,0.0313383866953,277.0,121.511806696,25.1291202329
運動體育類,關注體育：自行車者,北投區奇岩里,0.0236526946108,237.0,121.511806696,25.1291202329
影視娛樂類,關注歐美電視節目者,北投區奇岩里,0.37217589623,5222.0,121.511806696,25.1291202329
寵物生活類,關注狗寵物者,北投區奇岩里,0.352291354857,4943.0,121.511806696,25.1291202329
影視娛樂類,關注搖滾樂者,北投區奇岩里,0.0972845841351,1365.0,121.511806696,25.1291202329
運動體育類,關注體育：賽車者,北投區奇岩里,0.0705588822355,707.0,121.511806696,25.1291202329
身體保健類,關注口腔牙齒治療者,北投區奇岩里,0.415009621552,5823.0,121.511806696,25.1291202329
美食戶外旅遊類,關注速食者,北投區奇岩里,0.182387444515,2301.0,121.511806696,25.1291202329
美食戶外旅遊類,關注烹飪者,北投區奇岩里,0.41180243746,5778.0,121.511806696,25.1291202329
運動體育類,關注體育：足球者,北投區奇岩里,0.39512508018,5544.0,121.511806696,25.1291202329
美食戶外旅遊類,關注戶外休閒者,北投區奇岩里,0.400114033212,5614.0,121.511806696,25.1291202329
運動體育類,關注體育：跑步者,北投區奇岩里,0.0611776447106,613.0,121.511806696,25.1291202329
美食戶外旅遊類,關注美式料理者,北投區奇岩里,0.189722756753,2662.0,121.511806696,25.1291202329
運動體育類,關注體育：籃球者,北投區奇岩里,0.455277599601,6388.0,121.511806696,25.1291202329
運動體育類,關注體育：格鬥與摔角者,北投區奇岩里,0.0791058972733,998.0,121.511806696,25.1291202329
美食戶外旅遊類,關注日本料理者,北投區奇岩里,0.331765376666,4655.0,121.511806696,25.1291202329
文化展覽類,關注展覽訊息者,北投區奇岩里,0.0321303314855,284.0,121.511806696,25.1291202329
寵物生活類,關注水族寵物者,北投區奇岩里,0.297626683772,4176.0,121.511806696,25.1291202329
影視娛樂類,關注古典樂者,北投區奇岩里,0.0549058119811,615.0,121.511806696,25.1291202329
身體保健類,關注口腔牙齒美容者,北投區奇岩里,0.0657894736842,830.0,121.511806696,25.1291202329
運動體育類,關注體育：棒球者,北投區奇岩里,0.477300263702,6697.0,121.511806696,25.1291202329
影視娛樂類,關注日本潮流哈日者,北投區奇岩里,0.431686978833,6057.0,121.511806696,25.1291202329
影視娛樂類,關注韓國電視節目者,北投區奇岩里,0.453282018388,6360.0,121.511806696,25.1291202329
文化展覽類,關注文化藝術訊息者,北投區奇岩里,0.200128287364,2808.0,121.511806696,25.1291202329
影視娛樂類,關注日本音樂者,士林區三玉里,0.329095532147,2718.0,121.534356075,25.1135014019
運動體育類,關注體育：高爾夫球者,士林區三玉里,0.0137172143503,91.0,121.534356075,25.1135014019
影視娛樂類,關注影視娛樂訊息者,士林區三玉里,0.38939338903,3216.0,121.534356075,25.1135014019
身體保健類,關注口腔牙齒美容者,士林區三玉里,0.0636042402827,468.0,121.534356075,25.1135014019
運動體育類,關注體育：游泳者,士林區三玉里,0.0375580623756,283.0,121.534356075,25.1135014019
美食戶外旅遊類,關注台式料理者,士林區三玉里,0.0743431408161,614.0,121.534356075,25.1135014019
美食戶外旅遊類,關注旅遊資訊者,士林區三玉里,0.198692335634,1641.0,121.534356075,25.1135014019
影視娛樂類,關注韓國潮流哈韓者,士林區三玉里,0.404044073132,3337.0,121.534356075,25.1135014019
身體保健類,關注健康保健者,士林區三玉里,0.443274004117,3661.0,121.534356075,25.1135014019
學習教育類,關注教育學習者,士林區三玉里,0.491584937644,4060.0,121.534356075,25.1135014019
寵物生活類,關注貓寵物者,士林區三玉里,0.106913669936,883.0,121.534356075,25.1135014019
影視娛樂類,關注日本電視節目者,士林區三玉里,0.323525850587,2672.0,121.534356075,25.1135014019
運動體育類,關注體育：水上運動者,士林區三玉里,0.11199903136,925.0,121.534356075,25.1135014019
美食戶外旅遊類,關注素食料理者,士林區三玉里,0.0248708888285,183.0,121.534356075,25.1135014019
影視娛樂類,關注歐美電視節目者,士林區三玉里,0.373895144691,3088.0,121.534356075,25.1135014019
運動體育類,關注體育：網球者,士林區三玉里,0.354038019131,2924.0,121.534356075,25.1135014019
影視娛樂類,關注電影者,士林區三玉里,0.422569318319,3490.0,121.534356075,25.1135014019
運動體育類,關注體育：自行車者,士林區三玉里,0.0176364184504,117.0,121.534356075,25.1135014019
影視娛樂類,音樂:韓國音樂,士林區三玉里,0.177019009565,1462.0,121.534356075,25.1135014019
寵物生活類,關注狗寵物者,士林區三玉里,0.356580699843,2945.0,121.534356075,25.1135014019
美食戶外旅遊類,關注美式料理者,士林區三玉里,0.191306453566,1580.0,121.534356075,25.1135014019
美食戶外旅遊類,關注速食者,士林區三玉里,0.168543407192,1392.0,121.534356075,25.1135014019
美食戶外旅遊類,關注戶外休閒者,士林區三玉里,0.403075432861,3329.0,121.534356075,25.1135014019
美食戶外旅遊類,關注烹飪者,士林區三玉里,0.405618113573,3350.0,121.534356075,25.1135014019
運動體育類,關注體育：賽車者,士林區三玉里,0.0534112530579,393.0,121.534356075,25.1135014019
影視娛樂類,關注搖滾樂者,士林區三玉里,0.0923840658675,763.0,121.534356075,25.1135014019
運動體育類,關注體育：足球者,士林區三玉里,0.399685191912,3301.0,121.534356075,25.1135014019
身體保健類,關注口腔牙齒治療者,士林區三玉里,0.423053638455,3494.0,121.534356075,25.1135014019
美食戶外旅遊類,關注日本料理者,士林區三玉里,0.329337692215,2720.0,121.534356075,25.1135014019
運動體育類,關注體育：格鬥與摔角者,士林區三玉里,0.0823593367763,606.0,121.534356075,25.1135014019
文化展覽類,關注文化藝術訊息者,士林區三玉里,0.191790773701,1584.0,121.534356075,25.1135014019
運動體育類,關注體育：跑步者,士林區三玉里,0.0445574524761,368.0,121.534356075,25.1135014019
運動體育類,關注體育：籃球者,士林區三玉里,0.451265286354,3727.0,121.534356075,25.1135014019
影視娛樂類,關注古典樂者,士林區三玉里,0.0495217338661,409.0,121.534356075,25.1135014019
運動體育類,關注體育：棒球者,士林區三玉里,0.47935585422,3959.0,121.534356075,25.1135014019
寵物生活類,關注水族寵物者,士林區三玉里,0.299067683739,2470.0,121.534356075,25.1135014019
文化展覽類,關注展覽訊息者,士林區三玉里,0.0254810882548,192.0,121.534356075,25.1135014019
影視娛樂類,關注韓國電視節目者,士林區三玉里,0.460346288897,3802.0,121.534356075,25.1135014019
影視娛樂類,關注日本潮流哈日者,士林區三玉里,0.429228720184,3545.0,121.534356075,25.1135014019
寵物生活類,關注狗寵物者,北投區清江里,0.342162162162,4431.0,121.502395699,25.1286204301
運動體育類,關注體育：自行車者,北投區清江里,0.0216703189676,178.0,121.502395699,25.1286204301
身體保健類,關注健康保健者,北投區清江里,0.440540540541,5705.0,121.502395699,25.1286204301
美食戶外旅遊類,關注旅遊資訊者,北投區清江里,0.208957528958,2706.0,121.502395699,25.1286204301
學習教育類,關注教育學習者,北投區清江里,0.514131274131,6658.0,121.502395699,25.1286204301
影視娛樂類,關注韓國潮流哈韓者,北投區清江里,0.391351351351,5068.0,121.502395699,25.1286204301
寵物生活類,關注貓寵物者,北投區清江里,0.110501930502,1431.0,121.502395699,25.1286204301
運動體育類,關注體育：跑步者,北投區清江里,0.0589683219178,551.0,121.502395699,25.1286204301
美食戶外旅遊類,關注美式料理者,北投區清江里,0.193745173745,2509.0,121.502395699,25.1286204301
美食戶外旅遊類,關注日本料理者,北投區清江里,0.318996138996,4131.0,121.502395699,25.1286204301
運動體育類,關注體育：籃球者,北投區清江里,0.441467181467,5717.0,121.502395699,25.1286204301
運動體育類,關注體育：格鬥與摔角者,北投區清江里,0.0875070875071,926.0,121.502395699,25.1286204301
影視娛樂類,關注日本潮流哈日者,北投區清江里,0.421158301158,5454.0,121.502395699,25.1286204301
影視娛樂類,關注日本音樂者,北投區清江里,0.31667953668,4101.0,121.502395699,25.1286204301
運動體育類,關注體育：高爾夫球者,北投區清江里,0.0148526905284,122.0,121.502395699,25.1286204301
運動體育類,關注體育：足球者,北投區清江里,0.381312741313,4938.0,121.502395699,25.1286204301
身體保健類,關注口腔牙齒治療者,北投區清江里,0.409420849421,5302.0,121.502395699,25.1286204301
影視娛樂類,關注影視娛樂訊息者,北投區清江里,0.385328185328,4990.0,121.502395699,25.1286204301
運動體育類,關注體育：游泳者,北投區清江里,0.0476016557098,391.0,121.502395699,25.1286204301
美食戶外旅遊類,關注台式料理者,北投區清江里,0.07089678511,838.0,121.502395699,25.1286204301
運動體育類,關注體育：水上運動者,北投區清江里,0.119073359073,1542.0,121.502395699,25.1286204301
影視娛樂類,關注日本電視節目者,北投區清江里,0.302393822394,3916.0,121.502395699,25.1286204301
文化展覽類,關注展覽訊息者,北投區清江里,0.0278253424658,260.0,121.502395699,25.1286204301
運動體育類,關注體育：棒球者,北投區清江里,0.46471042471,6018.0,121.502395699,25.1286204301
寵物生活類,關注水族寵物者,北投區清江里,0.284401544402,3683.0,121.502395699,25.1286204301
身體保健類,關注口腔牙齒美容者,北投區清江里,0.0763560763561,808.0,121.502395699,25.1286204301
影視娛樂類,關注古典樂者,北投區清江里,0.0566086065574,663.0,121.502395699,25.1286204301
影視娛樂類,關注韓國電視節目者,北投區清江里,0.439922779923,5697.0,121.502395699,25.1286204301
文化展覽類,關注文化藝術訊息者,北投區清江里,0.198378378378,2569.0,121.502395699,25.1286204301
影視娛樂類,關注電影者,北投區清江里,0.412664092664,5344.0,121.502395699,25.1286204301
運動體育類,關注體育：網球者,北投區清江里,0.333359073359,4317.0,121.502395699,25.1286204301
美食戶外旅遊類,關注烹飪者,北投區清江里,0.396216216216,5131.0,121.502395699,25.1286204301
美食戶外旅遊類,關注戶外休閒者,北投區清江里,0.389034749035,5038.0,121.502395699,25.1286204301
美食戶外旅遊類,關注速食者,北投區清江里,0.169266409266,2192.0,121.502395699,25.1286204301
影視娛樂類,關注搖滾樂者,北投區清江里,0.102791878173,1215.0,121.502395699,25.1286204301
運動體育類,關注體育：賽車者,北投區清江里,0.0583756345178,690.0,121.502395699,25.1286204301
影視娛樂類,音樂:韓國音樂,北投區清江里,0.182393822394,2362.0,121.502395699,25.1286204301
影視娛樂類,關注歐美電視節目者,北投區清江里,0.363243243243,4704.0,121.502395699,25.1286204301
美食戶外旅遊類,關注素食料理者,北投區清江里,0.030996030996,328.0,121.502395699,25.1286204301
影視娛樂類,音樂:韓國音樂,北投區裕民里,0.164072082272,1739.0,121.518594444,25.1124180556
運動體育類,關注體育：自行車者,北投區裕民里,0.0178924131521,154.0,121.518594444,25.1124180556
寵物生活類,關注狗寵物者,北投區裕民里,0.337862062459,3581.0,121.518594444,25.1124180556
寵物生活類,關注貓寵物者,北投區裕民里,0.0972733276724,1031.0,121.518594444,25.1124180556
身體保健類,關注健康保健者,北投區裕民里,0.421171808661,4464.0,121.518594444,25.1124180556
美食戶外旅遊類,關注旅遊資訊者,北投區裕民里,0.191150108501,2026.0,121.518594444,25.1124180556
影視娛樂類,關注韓國潮流哈韓者,北投區裕民里,0.385696763846,4088.0,121.518594444,25.1124180556
學習教育類,關注教育學習者,北投區裕民里,0.494197565808,5238.0,121.518594444,25.1124180556
美食戶外旅遊類,關注日本料理者,北投區裕民里,0.320501934145,3397.0,121.518594444,25.1124180556
運動體育類,關注體育：跑步者,北投區裕民里,0.0515859184385,444.0,121.518594444,25.1124180556
運動體育類,關注體育：格鬥與摔角者,北投區裕民里,0.0771465086557,664.0,121.518594444,25.1124180556
美食戶外旅遊類,關注美式料理者,北投區裕民里,0.177846966695,1885.0,121.518594444,25.1124180556
運動體育類,關注體育：籃球者,北投區裕民里,0.427493159732,4531.0,121.518594444,25.1124180556
影視娛樂類,關注日本音樂者,北投區裕民里,0.319464100387,3386.0,121.518594444,25.1124180556
運動體育類,關注體育：高爾夫球者,北投區裕民里,0.0122770741794,95.0,121.518594444,25.1124180556
影視娛樂類,關注日本潮流哈日者,北投區裕民里,0.409944334371,4345.0,121.518594444,25.1124180556
影視娛樂類,關注韓國電視節目者,北投區裕民里,0.435607132748,4617.0,121.518594444,25.1124180556
身體保健類,關注口腔牙齒治療者,北投區裕民里,0.400792527597,4248.0,121.518594444,25.1124180556
運動體育類,關注體育：足球者,北投區裕民里,0.376073214454,3986.0,121.518594444,25.1124180556
運動體育類,關注體育：游泳者,北投區裕民里,0.0436885865457,289.0,121.518594444,25.1124180556
運動體育類,關注體育：水上運動者,北投區裕民里,0.104349466931,1106.0,121.518594444,25.1124180556
美食戶外旅遊類,關注台式料理者,北投區裕民里,0.0738708315745,700.0,121.518594444,25.1124180556
影視娛樂類,關注影視娛樂訊息者,北投區裕民里,0.375035380696,3975.0,121.518594444,25.1124180556
影視娛樂類,關注日本電視節目者,北投區裕民里,0.312010567035,3307.0,121.518594444,25.1124180556
身體保健類,關注口腔牙齒美容者,北投區裕民里,0.0625791473195,593.0,121.518594444,25.1124180556
寵物生活類,關注水族寵物者,北投區裕民里,0.287385602415,3046.0,121.518594444,25.1124180556
運動體育類,關注體育：棒球者,北投區裕民里,0.450136805359,4771.0,121.518594444,25.1124180556
文化展覽類,關注展覽訊息者,北投區裕民里,0.0262576972232,226.0,121.518594444,25.1124180556
文化展覽類,關注文化藝術訊息者,北投區裕民里,0.189546183602,2009.0,121.518594444,25.1124180556
影視娛樂類,關注古典樂者,北投區裕民里,0.0483326298016,458.0,121.518594444,25.1124180556
影視娛樂類,關注電影者,北投區裕民里,0.401358618738,4254.0,121.518594444,25.1124180556
美食戶外旅遊類,關注戶外休閒者,北投區裕民里,0.387583734315,4108.0,121.518594444,25.1124180556
影視娛樂類,關注搖滾樂者,北投區裕民里,0.0948712536935,899.0,121.518594444,25.1124180556
運動體育類,關注體育：賽車者,北投區裕民里,0.0537934239572,463.0,121.518594444,25.1124180556
美食戶外旅遊類,關注烹飪者,北投區裕民里,0.383055005189,4060.0,121.518594444,25.1124180556
美食戶外旅遊類,關注速食者,北投區裕民里,0.151712425701,1608.0,121.518594444,25.1124180556
運動體育類,關注體育：網球者,北投區裕民里,0.334559864138,3546.0,121.518594444,25.1124180556
美食戶外旅遊類,關注素食料理者,北投區裕民里,0.0250958522133,216.0,121.518594444,25.1124180556
影視娛樂類,關注歐美電視節目者,北投區裕民里,0.359373525804,3809.0,121.518594444,25.1124180556
美食戶外旅遊類,關注美式料理者,北投區榮華里,0.188976377953,1968.0,121.522700658,25.1136585526
寵物生活類,關注狗寵物者,北投區榮華里,0.348089110812,3625.0,121.522700658,25.1136585526
身體保健類,關注健康保健者,北投區榮華里,0.435279431534,4533.0,121.522700658,25.1136585526
寵物生活類,關注貓寵物者,北投區榮華里,0.105050893029,1094.0,121.522700658,25.1136585526
影視娛樂類,關注韓國潮流哈韓者,北投區榮華里,0.399558286921,4161.0,121.522700658,25.1136585526
學習教育類,關注教育學習者,北投區榮華里,0.502976762051,5238.0,121.522700658,25.1136585526
美食戶外旅遊類,關注旅遊資訊者,北投區榮華里,0.197714614941,2059.0,121.522700658,25.1136585526
運動體育類,關注體育：格鬥與摔角者,北投區榮華里,0.0726546475224,673.0,121.522700658,25.1136585526
運動體育類,關注體育：跑步者,北投區榮華里,0.0505983623767,482.0,121.522700658,25.1136585526
運動體育類,關注體育：籃球者,北投區榮華里,0.444785865181,4632.0,121.522700658,25.1136585526
美食戶外旅遊類,關注日本料理者,北投區榮華里,0.327731899366,3413.0,121.522700658,25.1136585526
影視娛樂類,關注日本音樂者,北投區榮華里,0.32619550605,3397.0,121.522700658,25.1136585526
運動體育類,關注體育：高爾夫球者,北投區榮華里,0.0118872712702,89.0,121.522700658,25.1136585526
運動體育類,關注體育：水上運動者,北投區榮華里,0.108987900903,1135.0,121.522700658,25.1136585526
影視娛樂類,關注日本電視節目者,北投區榮華里,0.321778375264,3351.0,121.522700658,25.1136585526
美食戶外旅遊類,關注台式料理者,北投區榮華里,0.0735548300365,766.0,121.522700658,25.1136585526
影視娛樂類,關注影視娛樂訊息者,北投區榮華里,0.386883042059,4029.0,121.522700658,25.1136585526
運動體育類,關注體育：游泳者,北投區榮華里,0.0322642596505,336.0,121.522700658,25.1136585526
文化展覽類,關注展覽訊息者,北投區榮華里,0.0300895522388,252.0,121.522700658,25.1136585526
身體保健類,關注口腔牙齒美容者,北投區榮華里,0.0615351398035,570.0,121.522700658,25.1136585526
運動體育類,關注體育：棒球者,北投區榮華里,0.470616477818,4901.0,121.522700658,25.1136585526
影視娛樂類,關注古典樂者,北投區榮華里,0.047176940516,437.0,121.522700658,25.1136585526
寵物生活類,關注水族寵物者,北投區榮華里,0.292010754753,3041.0,121.522700658,25.1136585526
影視娛樂類,關注韓國電視節目者,北投區榮華里,0.447858651815,4664.0,121.522700658,25.1136585526
影視娛樂類,關注日本潮流哈日者,北投區榮華里,0.421451891684,4389.0,121.522700658,25.1136585526
文化展覽類,關注文化藝術訊息者,北投區榮華里,0.192817361244,2008.0,121.522700658,25.1136585526
影視娛樂類,關注歐美電視節目者,北投區榮華里,0.367870174765,3831.0,121.522700658,25.1136585526
美食戶外旅遊類,關注素食料理者,北投區榮華里,0.0260174889345,241.0,121.522700658,25.1136585526
影視娛樂類,關注電影者,北投區榮華里,0.415594392164,4328.0,121.522700658,25.1136585526
運動體育類,關注體育：網球者,北投區榮華里,0.344152102938,3584.0,121.522700658,25.1136585526
影視娛樂類,關注搖滾樂者,北投區榮華里,0.0993198747706,920.0,121.522700658,25.1136585526
運動體育類,關注體育：足球者,北投區榮華里,0.386210869983,4022.0,121.522700658,25.1136585526
身體保健類,關注口腔牙齒治療者,北投區榮華里,0.413577875936,4307.0,121.522700658,25.1136585526
美食戶外旅遊類,關注烹飪者,北投區榮華里,0.397637795276,4141.0,121.522700658,25.1136585526
美食戶外旅遊類,關注戶外休閒者,北投區榮華里,0.394661033225,4110.0,121.522700658,25.1136585526
美食戶外旅遊類,關注速食者,北投區榮華里,0.15911273286,1657.0,121.522700658,25.1136585526
運動體育類,關注體育：賽車者,北投區榮華里,0.052574759797,487.0,121.522700658,25.1136585526
影視娛樂類,音樂:韓國音樂,北投區榮華里,0.175917034761,1832.0,121.522700658,25.1136585526
運動體育類,關注體育：自行車者,北投區榮華里,0.017057108928,158.0,121.522700658,25.1136585526
運動體育類,關注體育：棒球者,北投區溫泉里,0.463048374987,4317.0,121.50631,25.133817
身體保健類,關注口腔牙齒美容者,北投區溫泉里,0.0775789600096,646.0,121.50631,25.133817
運動體育類,關注體育：跑步者,北投區溫泉里,0.0592049957968,493.0,121.50631,25.133817
美食戶外旅遊類,關注美式料理者,北投區溫泉里,0.207336694197,1933.0,121.50631,25.133817
運動體育類,關注體育：格鬥與摔角者,北投區溫泉里,0.0916296385253,763.0,121.50631,25.133817
影視娛樂類,關注電影者,北投區溫泉里,0.411348278451,3835.0,121.50631,25.133817
寵物生活類,關注水族寵物者,北投區溫泉里,0.273195323394,2547.0,121.50631,25.133817
文化展覽類,關注展覽訊息者,北投區溫泉里,0.0326567984129,214.0,121.50631,25.133817
影視娛樂類,關注古典樂者,北投區溫泉里,0.068067112263,499.0,121.50631,25.133817
寵物生活類,關注狗寵物者,北投區溫泉里,0.337766813258,3149.0,121.50631,25.133817
運動體育類,關注體育：自行車者,北投區溫泉里,0.0231871215478,157.0,121.50631,25.133817
影視娛樂類,音樂:韓國音樂,北投區溫泉里,0.20765847903,1936.0,121.50631,25.133817
影視娛樂類,關注日本音樂者,北投區溫泉里,0.315885444599,2945.0,121.50631,25.133817
影視娛樂類,關注韓國電視節目者,北投區溫泉里,0.435160356109,4057.0,121.50631,25.133817
影視娛樂類,關注日本潮流哈日者,北投區溫泉里,0.416175050949,3880.0,121.50631,25.133817
